organization_id,supervising_agency_id,agency_id,bureau_office,division,department,section,team,unit
473,26,26,大臣官房,参事官（施設防災担当）,文教施設企画・防災部,,,施設防災企画係
474,26,26,大臣官房,施設企画課,文教施設企画・防災部,,,環境施設企画係
475,26,26,大臣官房,施設助成課,文教施設企画・防災部,,,予算総括係
476,26,26,大臣官房,参事官（施設防災担当）,文教施設企画・防災部,,,災害復旧係
477,26,26,国立教育政策研究所,,文教施設研究センター,,,企画係
478,26,26,初等中等教育局,財務課,,,,庶務・助成係
479,26,26,初等中等教育局,財務課,,,,
480,26,26,初等中等教育局,参事官（高等学校担当）,,高校修学支援室,,高校奨学金係
481,26,26,高等教育局,学生支援課,,,,法人係
482,26,26,初等中等教育局,幼児教育課,,,,振興係
483,26,26,国立教育政策研究所,,幼児教育研究センター,,,
484,26,26,初等中等教育局,特別支援教育課,,,,庶務係
485,26,26,初等中等教育局,特別支援教育課,,,,支援第一係
486,26,26,初等中等教育局,特別支援教育課,,,,支援第二係
487,26,26,大臣官房,参事官（施設防災担当）,文教施設企画・防災部,,,整備企画係
488,26,26,大臣官房,計画課,文教施設企画・防災部,,,
489,26,26,高等教育局,高等教育企画課,,高等教育政策室,,
490,26,26,高等教育局,専門教育課,,専門職大学院室,,推進係
491,26,26,高等教育局,医学教育課,,大学病院支援室,,病院第二係
492,26,26,高等教育局,医学教育課,,,,医学教育係
493,26,26,高等教育局,高等教育企画課,,,,
494,26,26,高等教育局,学生支援課,,高等教育修学支援室,,
495,26,26,高等教育局,大学教育・入試課,,,,学務係
496,26,26,高等教育局,医学教育課,,,,看護教育係
497,26,26,高等教育局,大学教育・入試課,,大学入試室,,入試第一係
498,26,26,高等教育局,大学教育・入試課,,,,企画係・放送大学係
499,26,26,高等教育局,学生支援課,,,,厚生係
500,26,26,高等教育局,参事官,,,,国際交流係
501,26,26,高等教育局,参事官,,,,調整係
502,26,26,高等教育局,国立大学法人支援課,,,,
503,26,26,高等教育局,専門教育課,,,,高等専門学校第一係
504,26,26,高等教育局,専門教育課,,,,科学・技術教育係
505,26,26,高等教育局,国立大学法人支援課,,,,総括係
506,26,26,研究振興局,大学研究基盤整備課,,,,機構総括係
507,26,26,研究振興局,大学研究基盤整備課,,,,庶務・研究設備係
508,26,26,大臣官房,政策課,,サイバーセキュリティ・情報化推進室,,サイバーセキュリティ第一係
509,26,26,高等教育局,学生支援課,,,,奨学事業係
510,26,26,高等教育局,私学行政課,私学部,私学共済室,,共済管理係
511,26,26,高等教育局,私学助成課,私学部,,,助成第二係
512,26,26,高等教育局,私学助成課,私学部,,,助成第一係
513,26,26,高等教育局,私学助成課,私学部,,,助成第四係
514,26,26,高等教育局,私学助成課,私学部,,,助成第三係
515,26,26,高等教育局,私学行政課,私学部,,,総務係
516,26,27,,参事官（地域振興担当）,,,,施設整備係
517,26,26,科学技術・学術政策局,産業連携・地域振興課,,,,総括係
518,26,26,科学技術・学術政策局,,,産業連携・地域振興課　研究交流センター,,
519,26,26,科学技術・学術政策局,産業連携・地域振興課,,産業連携推進室,,企画調査係
520,26,26,科学技術・学術政策局,人材政策課,,,,総括係
521,26,26,研究振興局,基礎・基盤研究課,,,,理研係
522,26,26,研究振興局,学術研究推進課,,,,学術研究推進係
523,26,26,科学技術・学術政策局,人材政策課,,,,科学技術社会連携係
524,26,26,科学技術・学術政策局,科学技術・学術戦略官（制度改革・調査担当）,,,,
525,26,26,科学技術・学術政策局,研究環境課,,競争的研究費調整室,,指導企画係
526,26,26,科学技術・学術政策局,研究開発戦略課,,,,
527,26,26,科学技術・学術政策局,研究開発戦略課,,政策科学推進室,,
528,26,26,科学技術・学術政策研究所,企画課,,,,
529,26,26,科学技術・学術政策局,人材政策課,,人材政策推進室,,
530,26,26,研究振興局,振興企画課,,奨励室,,
531,26,26,研究振興局,基礎・基盤研究課,,,,
532,26,26,研究振興局,学術研究推進課,,企画室,,調査分析係
533,26,26,研究振興局,学術研究推進課,,,,
534,26,26,研究振興局,大学研究基盤整備課,,,,
535,26,26,研究振興局,振興企画課,,学術企画室,,
536,26,26,研究振興局,参事官（情報担当）,,学術基盤整備室,,
537,26,26,研究振興局,振興企画課,,,,学術振興係
538,26,26,科学技術・学術政策局,政策課,,資源室,,
539,26,26,科学技術・学術政策局,研究環境課,,,,研究基盤整備・利用係
540,26,26,科学技術・学術政策局,研究環境課,,,,総括・交流係
541,26,26,研究振興局,参事官（情報担当）,,計算科学技術推進室,,
542,26,26,研究振興局,基礎・基盤研究課,,量子研究推進室,,
543,26,26,科学技術・学術政策局,研究開発戦略課,,戦略研究推進室,,
544,26,26,研究振興局,基礎・基盤研究課,,素粒子・原子核研究推進室,,
545,26,26,研究振興局,参事官（情報担当）,,,,
546,26,26,研究開発局,海洋地球課,,,,
547,26,26,研究振興局,参事官（ナノテクノロジー・物質・材料担当）,,,,
548,26,26,研究開発局,環境エネルギー課,,,,
549,26,26,研究開発局,宇宙開発利用課,,,,
550,26,26,研究開発局,地震火山防災研究課,,,,
551,26,26,研究開発局,研究開発戦略官（核融合・原子力国際協力担当）,,,,
552,26,26,研究振興局,ライフサイエンス課,,,,
553,26,26,研究開発局,原子力課,,,,
554,26,26,研究開発局,研究開発戦略官（核燃料サイクル・廃止措置担当）,,,,
555,26,26,研究開発局,原子力課,,立地地域対策室,,
556,29,29,医政局,医薬産業振興・医療情報企画課,,,,調査統計係
557,26,27,,政策課,,企画調整室,,
558,26,27,,政策課,,企画調整室,,調査係
559,26,27,,健康スポーツ課,,,,連携推進係
560,26,27,,地域スポーツ課,,,,学校運動部活動係
561,26,27,,政策課,,企画調整室,,政策調整係
562,26,27,,健康スポーツ課,,,,健康・体力つくり係
563,26,27,,参事官（地域振興担当）,,,,地域振興係
564,26,27,,参事官（民間スポーツ担当）,,,,スポーツ人材係
565,26,27,,健康スポーツ課,,,,庶務係
566,26,27,,参事官（地域振興担当）,,,,施設企画係
567,26,27,,参事官（国際担当）,,,,国際競技大会招致推進係
568,26,27,,健康スポーツ課,,障害者スポーツ振興室,,障害者スポーツ係
569,26,27,,参事官（民間スポーツ担当）,,,,経営改善係
570,26,27,,競技スポーツ課,,,,支援第一係
571,26,27,,競技スポーツ課,,,,スポーツ科学係
572,26,27,,競技スポーツ課,,,,整備係
573,26,27,,競技スポーツ課,,,,庶務係
574,26,27,,政策課,,,,管理係
575,26,27,,競技スポーツ課,,,,競技団体組織基盤強化係
576,26,27,,参事官（国際担当）,,,,アンチ・ドーピング推進係
577,26,28,,参事官（生活文化創造担当）,,,,
578,26,28,,参事官（芸術文化担当）,,,,舞台芸術係
579,26,28,,参事官（芸術文化担当）,,,学校芸術教育室,文化活動振興係
580,26,28,,企画調整課,,,,総括係
581,26,28,,参事官（芸術文化担当）,,,,映画振興係
582,26,28,,参事官（芸術文化担当）,,,,メディア芸術発信係
583,26,28,,参事官（芸術文化担当）,,,学校芸術教育室,芸術教育推進係
584,26,28,,文化経済・国際課,,グローバル展開推進室,,
585,26,28,,国語課,,,,日本語教育指導・普及係
586,26,26,総合教育政策局,日本語教育課,,,,管理係
587,26,28,,文化資源活用課,,,,総務係
588,26,28,,文化財第一課,,,,総括係
589,26,28,,政策課,,文化発信室,,
590,26,28,,文化資源活用課,,,,
591,26,28,,企画調整課,,国立アイヌ民族博物館,,アイヌ文化振興係
592,26,28,,文化財第一課,,,,審議会係
593,26,28,,文化財第二課,,,,総括係
594,26,28,,政策課,,,,
595,26,28,,企画調整課,,国立近現代建築資料館,,
596,26,28,,宗務課,,,,調査係
597,26,28,,企画調整課,,,,事業係
598,26,28,,参事官（文化拠点担当）,,,,文化観光拠点支援係
599,26,28,,,,,,日本芸術院/庶務係
600,26,28,,企画調整課,,博物館・独立行政法人連絡室,,独法二係
601,26,28,,企画調整課,,博物館・独立行政法人連絡室,,独法一係
602,26,26,大臣官房,国際課,,,,総務係
603,26,26,大臣官房,国際課,,,,企画調査係
604,26,26,大臣官房,国際課,,,,外国人教育政策推進第一係
605,26,26,高等教育局,参事官,,留学生交流室,,国費留学生係
606,26,26,高等教育局,参事官,,留学生交流室,,私費留学生係
607,26,26,高等教育局,参事官,,留学生交流室,,政策調査係
608,26,26,高等教育局,参事官,,留学生交流室,,留学交流支援係
609,26,26,大臣官房,国際課,,,,国際機関係
610,26,26,大臣官房,国際課,,,,海外協力政策係
611,26,26,国際統括官,,,,,ユネスコ第１係
612,26,26,国際統括官,,,,,ユネスコ振興推進係
613,26,26,総合教育政策局,参事官（調査企画担当）,,,,国際教育統計担当
614,26,26,総合教育政策局,教育人材政策課,,,,企画係
615,26,26,初等中等教育局,幼児教育課,,,,企画調整係
616,26,26,初等中等教育局,参事官（高等学校担当）,,高等学校改革推進室,,
617,26,27,,参事官（国際担当）,,,,
618,26,27,,参事官（国際担当）,,,,アンチ・ドーピング企画調整係
619,26,28,,参事官（生活文化連携担当）,,,,総括係
620,26,28,,文化経済・国際課,,文化芸術活動基盤強化室,,経営改善・市場流通係
621,43,43,大臣官房,地域脱炭素事業推進課,,,,
622,26,26,総合教育政策局,教育人材政策課,,教員免許・研修企画室,,教職員研修係
623,26,26,大臣官房,国際課,,,,外国人教育政策企画係
624,26,26,高等教育局,専門教育課,,,,情報教育推進第一係
625,26,26,研究振興局,大学研究基盤整備課,,大学研究力強化室,,研究力強化企画係
626,26,27,,地域スポーツ課,,,,庶務係
627,26,27,,地域スポーツ課,,,,地域スポーツ振興係
628,26,27,,地域スポーツ課,,,,地域運動部活動推進係
629,26,28,,企画調整課,,博物館振興室,,
630,26,26,国際統括官,,,,,企画係
631,29,29,医政局,地域医療計画課,,救急・周産期医療等対策室,,
632,29,29,医政局,地域医療計画課,,救急・周産期医療等対策室,,小児・周産期医療係
633,29,29,医政局,地域医療計画課,,新興感染症等医療対策室,,新興感染症等医療企画係
634,29,29,医政局,地域医療計画課,,医師確保等地域医療対策室,,
635,29,29,医政局,歯科保健課,,,,
636,29,29,医政局,看護課,,,,
637,29,29,医政局,地域医療計画課,,医療関連サービス室,,
638,29,29,医政局,地域医療計画課,,災害等緊急時医療・周産期医療等対策室,,
639,29,29,医政局,総務課,,,,
640,29,29,医政局,医療経営支援課,,医療法人支援室,,
641,29,29,医政局,地域医療計画課,,外来・在宅医療対策室,,在宅医療係
642,29,29,医政局,歯科保健課,,歯科口腔保健推進室,,
643,29,29,医政局,医事課,,医師臨床研修推進室,,臨床研修係
644,29,29,医政局,地域医療計画課,,,,
645,29,29,社会・援護局,地域福祉課,,,,
646,29,30,事務局,総務課,,,,
647,29,29,医政局,看護課,,看護サービス推進室,,
648,29,29,保険局,医療介護連携政策課,,保険データ企画室,,
649,29,29,医政局,医事課,,,,
650,29,29,医政局,研究開発政策課,,,,臨床研究管理係
651,29,29,医政局,医薬産業振興・医療情報企画課,,,,
652,29,29,医政局,参事官（特定医薬品開発支援・医療情報担当）,,医療情報室,,
653,29,29,医政局,地域医療計画課,,精神科医療等対策室,,
654,31,31,輸出・国際局,輸出支援課,,,,
655,31,31,輸出・国際局,国際地域課,,,規制対策グループ（グループ長）,
656,29,29,医政局,医事課,,試験免許室,,国家試験係
657,29,29,医政局,看護課,,,,看護教育係
658,29,29,医薬局,総務課,,,,試験免許係
659,29,29,大臣官房,地方課,,地方厚生局管理室,,
660,29,29,医政局,医事課,,死因究明等企画調査室,,
661,29,29,医政局,看護課,,,,試験免許係
662,29,29,医政局,看護課,,,,看護企画係
663,29,29,医政局,医事課,,,,医事係
664,29,29,医政局,地域医療計画課,,医療安全推進・医務指導室,,
665,29,29,大臣官房,,,情報化担当参事官室,,
666,29,29,健康・生活衛生局,感染症対策課,感染症対策部,パンデミック対策推進室,備蓄・流通対策班,流通・備蓄調整係
667,29,29,大臣官房,厚生科学課,,国立高度専門医療研究センター支援室,,
668,29,29,健康・生活衛生局,感染症対策課,感染症対策部,,,
669,29,29,健康・生活衛生局,感染症対策課,感染症対策部,エイズ対策推進室,,調査総務係
670,29,29,健康・生活衛生局,感染症対策課,感染症対策部,,総務班,管理係
671,29,29,健康・生活衛生局,感染症対策課,感染症対策部,感染症情報管理室,,情報管理係
672,29,29,健康・生活衛生局,予防接種課,感染症対策部,,,
673,29,29,健康・生活衛生局,予防接種課,感染症対策部,,,健康被害救済給付第一係
674,29,29,健康・生活衛生局,感染症対策課,感染症対策部,結核対策推進室,,結核対策係
675,29,29,健康・生活衛生局,がん・疾病対策課,,肝炎対策推進室,,
676,29,29,健康・生活衛生局,がん・疾病対策課,,Ｂ型肝炎訴訟対策室,,
677,29,29,健康・生活衛生局,企画・検疫課,感染症対策部,検疫所管理室,,
678,29,29,健康・生活衛生局,感染症対策課,感染症対策部,,総務班,予算係
679,29,29,医薬局,総務課,,医薬品副作用被害対策室,,
680,29,29,健康・生活衛生局,難病対策課,,,,ハンセン病係
681,29,29,健康・生活衛生局,難病対策課,,,,難病調査研究係
682,29,29,健康・生活衛生局,がん・疾病対策課,,,,
683,29,29,医政局,医療経営支援課,,国立ハンセン病療養所対策室,,
684,29,29,健康・生活衛生局,難病対策課,,,,
685,29,29,健康・生活衛生局,難病対策課,,,,小児慢性特定疾病係
686,29,29,健康・生活衛生局,難病対策課,,,,補償金支給係
687,29,29,健康・生活衛生局,難病対策課,,移植医療対策推進室,,臓器移植係
688,29,29,健康・生活衛生局,難病対策課,,移植医療対策推進室,,造血幹細胞移植係
689,29,29,健康・生活衛生局,総務課,,指導調査室,,援護予算係
690,29,29,医薬局,医薬品審査管理課,,,,
691,29,29,医薬局,医療機器審査管理課,,,,
692,29,29,医薬局,総務課,,,,
693,29,29,医薬局,医薬安全対策課,,,,総務係
694,29,29,医薬局,監視指導・麻薬対策課,,,,企画係
695,29,29,医薬局,監視指導・麻薬対策課,,,,薬事監視第一係
696,29,29,医薬局,監視指導・麻薬対策課,,,,
697,29,29,医薬局,監視指導・麻薬対策課,,,,薬事監視第二係
698,29,29,雇用環境・均等局,総務課,,,,
699,29,29,医薬局,血液対策課,,,,総務係
700,29,29,医政局,医薬産業振興・医療情報企画課,,,,薬価係
701,29,29,雇用環境・均等局,在宅労働課,,,,
702,29,29,医政局,研究開発政策課,,医療イノベーション推進室,,
703,29,29,医政局,研究開発政策課,,再生医療等研究推進室,,
704,29,29,医政局,研究開発政策課,,,,先進医療係
705,29,29,医政局,医薬産業振興・医療情報企画課,,医療機器政策室,,材料価格係
706,29,29,保険局,総務課,,,,医療保険財政係
707,29,29,保険局,高齢者医療課,,,,
708,29,29,保険局,国民健康保険課,,,,監理係
709,29,29,保険局,保険課,,全国健康保険協会管理室,,運営管理第二係
710,29,29,保険局,保険課,,,,健康保険組合係
711,29,29,保険局,総務課,,,,庶務係
712,29,29,保険局,保険課,,,,
713,29,29,保険局,国民健康保険課,,,,庶務係
714,29,29,保険局,医療課,,,,庶務係
715,29,29,保険局,,,,,
716,29,29,保険局,調査課,,,,
717,29,29,保険局,医療課,,医療指導監査室,,指導監査係
718,29,29,保険局,医療課,,,,企画法令第二係
719,29,29,保険局,医療課,,保険医療企画調査室,,
720,29,29,保険局,医療課,,,,
721,29,29,保険局,保険課,,全国健康保険協会管理室,,運営管理第三係
722,29,29,保険局,国民健康保険課,,,,国民健康保険組合係
723,29,29,保険局,国民健康保険課,,,,財政第一係
724,29,29,保険局,総務課,,社会保険審査調整室,,
725,29,29,保険局,医療介護連携政策課,,医療費適正化対策推進室,,
726,29,29,保険局,医療介護連携政策課,,,,
727,29,29,保険局,国民健康保険課,,,,
728,29,29,健康・生活衛生局,健康課,,保健指導室,,
729,29,29,健康・生活衛生局,健康課,,地域保健室,,
730,29,29,健康・生活衛生局,総務課,,指導調査室,,
731,29,29,健康・生活衛生局,健康課,,,,健康指導係
732,29,29,健康・生活衛生局,健康課,,栄養指導室,,
733,29,29,大臣官房,厚生科学課,,健康危機管理・災害対策室,,
734,29,29,健康・生活衛生局,食品監視安全課,,,,情報管理係
735,12,12,,食品衛生基準審査課,,,,
736,29,29,健康・生活衛生局,総務課,,,,指導係
737,38,38,水管理・国土保全局,水道事業課,,,,
738,43,43,水・大気環境局,環境管理課,,水道水質・衛生管理室,,
739,38,38,水管理・国土保全局,上下水道企画課,,上下水道国際室,,
740,29,29,医薬局,監視指導・麻薬対策課,,,,総務係
741,29,29,医薬局,監視指導・麻薬対策課,,,,薬物乱用防止係
742,29,29,医薬局,監視指導・麻薬対策課,,,,麻薬流通指導係
743,29,29,医薬局,監視指導・麻薬対策課,,,,麻薬取締部管理係
744,29,29,医薬局,医薬品審査管理課,,化学物質安全対策室,,
745,29,29,健康・生活衛生局,生活衛生課,,,,管理係
746,29,29,健康・生活衛生局,生活衛生課,,,,指導係
747,29,29,労働基準局,賃金課,,,,
748,29,29,労働基準局,監督課,,,,
749,29,29,政策統括官,,,賃金福祉統計室,,就労条件係
750,29,29,雇用環境・均等局,雇用機会均等課,,,,
751,29,29,労働基準局,計画課,安全衛生部,,,
752,29,29,労働基準局,安全課,安全衛生部,,,業務第一係
753,29,29,労働基準局,労働衛生課,安全衛生部,電離放射線労働者健康対策室,,
754,29,29,労働基準局,労働衛生課,安全衛生部,産業保健支援室,,
755,29,29,労働基準局,化学物質対策課,安全衛生部,,,
756,29,29,労働基準局,労働衛生課,安全衛生部,,,
757,29,29,労働基準局,労働衛生課,安全衛生部,メンタルヘルス対策・治療と仕事の両立支援推進室,,
758,29,29,労働基準局,安全課,安全衛生部,建設安全対策室,,
759,29,29,労働基準局,安全課,安全衛生部,,,
760,29,29,労働基準局,労働条件政策課,,,,
761,29,29,労働基準局,総務課,,過労死等防止対策推進室,,
762,29,29,労働基準局,総務課,,,,
763,29,29,労働基準局,労災管理課,,,,
764,29,29,人材開発統括官,,,特別支援室,,
765,29,29,政策統括官,,,賃金福祉統計室,,安全衛生第一係
766,29,29,労働基準局,計画課,安全衛生部,機構・団体管理室,,
767,29,29,労働基準局,補償課,,,,
768,29,29,老健局,介護保険計画課,,,,
769,29,29,労働基準局,労働関係法課,,,,法規第二係
770,29,29,労働基準局,労働保険徴収課,,,,
771,29,29,雇用環境・均等局,職業生活両立課,,,,
772,29,29,雇用環境・均等局,職業生活両立課,,,,企画係
773,29,29,雇用環境・均等局,職業生活両立課,,,,育児・介護休業係
774,29,29,雇用環境・均等局,職業生活両立課,,,,啓発援助係
775,29,29,雇用環境・均等局,有期・短時間労働課,,,,
776,29,29,雇用環境・均等局,総務課,,雇用環境政策室,,
777,29,29,労働基準局,労働条件政策課,,,,新たな働き方推進係
778,29,29,労働基準局,労働条件政策課,,,,医療労働対策係
779,29,29,雇用環境・均等局,勤労者生活課,,,,
780,29,29,雇用環境・均等局,総務課,,労働紛争処理業務室,,
781,29,29,労働基準局,労働関係法課,,,,
782,29,29,職業安定局,総務課,,首席職業指導官室,,
783,29,29,職業安定局,総務課,,人材確保支援総合企画室,,
784,29,29,職業安定局,総務課,,訓練受講支援室,,
785,29,29,職業安定局,総務課,,公共職業安定所運営企画室,,
786,29,29,職業安定局,,,労働市場センター業務室,,
787,29,29,職業安定局,総務課,,,,
788,29,29,職業安定局,需給調整事業課,,,,
789,29,29,職業安定局,雇用政策課,,民間人材サービス推進室,,
790,29,29,職業安定局,雇用政策課,,労働市場情報整備推進企画室,,
791,29,29,職業安定局,地域雇用対策課,,,,
792,29,29,職業安定局,雇用開発企画課,,,,
793,29,29,職業安定局,雇用政策課,,労働移動支援室,,
794,29,29,職業安定局,雇用開発企画課,,建設・港湾対策室,,
795,29,29,職業安定局,雇用保険課,,,,
796,29,29,職業安定局,高齢者雇用対策課,,,,
797,29,29,職業安定局,外国人雇用対策課,,経済連携協定受入対策室,,
798,29,29,職業安定局,外国人雇用対策課,,,,
799,29,29,職業安定局,障害者雇用対策課,,地域就労支援室,,
800,29,29,職業安定局,雇用開発企画課,,就労支援室,,就労支援第二係
801,29,29,政策統括官,,,賃金福祉統計室,,賃金第三係
802,29,29,職業安定局,雇用開発企画課,,就労支援室,,
803,29,29,職業安定局,雇用開発企画課,,就労支援室,,就労支援係
804,29,29,人材開発統括官,,,若年者・キャリア形成支援担当参事官室,,
805,29,29,職業安定局,外国人雇用対策課,,海外人材受入就労対策室,,
806,29,29,人材開発統括官,,,政策企画室,,
807,38,38,道路局,環境安全・防災課,,道路防災対策室,,
808,29,29,人材開発統括官,,,人材開発政策担当参事官室,,
809,29,29,人材開発統括官,,,訓練企画室,,
810,29,29,人材開発統括官,,,企業内人材開発支援室,,
811,29,29,人材開発統括官,,,能力評価担当参事官室,,
812,29,29,人材開発統括官,,,人材開発総務担当参事官室,,
813,29,29,人材開発統括官,,,海外人材育成担当参事官室,,
814,38,38,道路局,企画課,,国際室,,
815,29,29,人材開発統括官,,,キャリア形成支援室,,
816,29,29,社会・援護局,保護課,,自立推進・指導監査室,,監査企画係
817,29,29,社会・援護局,総務課,,女性支援室,,
818,29,29,社会・援護局,総務課,,,,経理係
819,29,29,社会・援護局,保護課,,,,
820,29,29,社会・援護局,援護企画課,,中国残留邦人等支援室,,
821,29,29,社会・援護局,地域福祉課,,生活困窮者自立支援室,,
822,29,29,社会・援護局,福祉基盤課,,,,法人経営指導係
823,29,29,社会・援護局,地域福祉課,,,,地域福祉係
824,29,29,社会・援護局,保護課,,,,予算係
825,29,29,社会・援護局,総務課,,,,
826,29,29,社会・援護局,総務課,,,,指導係
827,29,29,社会・援護局,保護課,,,,調査係
828,29,29,社会・援護局,総務課,,自殺対策推進室,,地域支援係
829,29,29,社会・援護局,地域福祉課,,成年後見制度利用促進室,,
830,29,29,社会・援護局,地域福祉課,,地域共生社会推進室,,
831,29,29,社会・援護局,福祉基盤課,,福祉人材確保対策室,,
832,29,29,社会・援護局,総務課,,自殺対策推進室,,
833,29,29,社会・援護局,障害福祉課,障害保健福祉部,,,
834,29,29,社会・援護局,福祉基盤課,,,,予算係
835,29,29,社会・援護局,福祉基盤課,,,,振興係
836,29,29,社会・援護局,企画課,障害保健福祉部,自立支援振興室,,
837,29,29,社会・援護局,障害福祉課,障害保健福祉部,,,福祉財政係
838,29,29,社会・援護局,企画課,障害保健福祉部,,,手当係
839,29,29,社会・援護局,障害福祉課,障害保健福祉部,,,評価・基準係
840,29,29,社会・援護局,援護・業務課,,,,
841,29,29,社会・援護局,援護企画課,,,,
842,29,29,社会・援護局,事業課,,,,
843,29,29,社会・援護局,企画課,障害保健福祉部,,,経理係
844,29,29,社会・援護局,精神・障害保健課,障害保健福祉部,,,
845,29,29,社会・援護局,企画課,障害保健福祉部,,,
846,29,29,社会・援護局,精神・障害保健課,障害保健福祉部,,,自立支援医療係
847,29,29,社会・援護局,企画課,障害保健福祉部,自立支援振興室,,地域生活支援係
848,29,29,社会・援護局,企画課,障害保健福祉部,,,分析係
849,29,29,社会・援護局,障害福祉課,障害保健福祉部,地域生活・発達障害者支援室,,
850,29,29,社会・援護局,企画課,障害保健福祉部,施設管理室,,のぞみの園係
851,29,29,社会・援護局,精神・障害保健課,障害保健福祉部,依存症対策推進室,,依存症対策係
852,29,29,社会・援護局,精神・障害保健課,障害保健福祉部,医療観察法医療体制整備推進室,,指導係
853,29,29,社会・援護局,企画課,障害保健福祉部,施設管理室,,予算係
854,29,29,年金局,総務課,,,,国民年金財政係
855,29,29,社会・援護局,企画課,障害保健福祉部,自立支援振興室,,社会参加活動支援係
856,29,29,社会・援護局,企画課,障害保健福祉部,,,自治体支援係
857,29,29,社会・援護局,障害福祉課,障害保健福祉部,,,訪問サービス係
858,29,29,社会・援護局,企画課,障害保健福祉部,アルコール健康障害対策推進室,,
859,29,29,社会・援護局,障害福祉課,障害保健福祉部,,,福祉サービス係
860,29,29,年金局,事業管理課,,,,国民年金管理係
861,29,29,年金局,事業管理課,,,,年金生活者支援給付金係
862,29,29,年金局,総務課,,,,基礎年金財政係
863,29,29,年金局,総務課,,,,厚生年金保険財政係
864,29,29,大臣官房,国際課,,国際保健・協力室,,開発協力第一係
865,29,29,年金局,事業企画課,,システム室,,情報企画係
866,29,29,年金局,事業企画課,,,,運営管理係
867,29,29,年金局,企業年金・個人年金課,,,,庶務係
868,29,29,老健局,総務課,,,,企画調整係
869,29,29,老健局,認知症施策・地域介護推進課,,,,
870,29,29,老健局,認知症施策・地域介護推進課,,地域づくり推進室,,地域包括ケア推進係
871,29,29,老健局,高齢者支援課,,,,予算係
872,29,29,老健局,総務課,,,,経理係
873,29,29,老健局,総務課,,介護保険指導室,,
874,29,29,老健局,高齢者支援課,,,,施設係
875,29,29,老健局,認知症施策・地域介護推進課,,,,認知症施策推進係
876,29,29,老健局,高齢者支援課,,,,虐待防止対策係
877,29,29,老健局,老人保健課,,,,
878,29,29,大臣官房,厚生科学課,,,,研究助成係
879,29,29,老健局,高齢者支援課,,介護業務効率化・生産性向上推進室,,介護調整係
880,29,29,老健局,認知症施策・地域介護推進課,,地域づくり推進室,,企画調整係
881,29,29,大臣官房,国際課,,国際保健・協力室,,国際保健機関係
882,29,29,大臣官房,国際課,,,,
883,29,29,大臣官房,国際課,,,,国際経済機関係
884,29,29,大臣官房,国際課,,国際労働・協力室,,開発協力第二係
885,29,29,社会・援護局,保護課,,,,医療係
886,29,29,人材開発統括官,,,海外協力室,,
887,29,29,国立医薬品食品衛生研究所,会計課,総務部,,,
888,29,29,国立保健医療科学院,会計課,総務部,,,
889,29,29,国立社会保障・人口問題研究所,総務課,,,,
890,29,29,国立感染症研究所,会計課,総務部,,,
891,29,29,大臣官房,厚生科学課,,災害等危機管理対策室,,
892,29,29,大臣官房,厚生科学課,,,,情報企画係
893,29,29,大臣官房,国際課,,,,予算係
894,29,29,政策統括官,,,統計・情報総務室,,予算第一係
895,29,29,政策統括官,,,国際分類情報管理室,,疾病傷害死因分類係
896,29,29,政策統括官,,,人口動態・保健社会統計室,,統計総務係
897,29,29,政策統括官,,,保健統計室,,医療施設統計係
898,29,29,政策統括官,,,保健統計室,,医師・歯科医師・薬剤師統計係
899,29,29,政策統括官,,,保健統計室,,患者統計係
900,29,29,政策統括官,,,行政報告統計室,,
901,29,29,政策統括官,,,社会統計室,,
902,29,29,政策統括官,,,世帯統計室,,統計総務係
903,29,29,政策統括官,,,賃金福祉統計室,,賃金第二係
904,29,29,政策統括官,,,雇用・賃金福祉統計室,,
905,29,29,政策統括官,,,政策統括室,,
906,29,29,大臣官房,会計課,,管理室,,
907,29,29,大臣官房,地方課,,,,施設係
908,29,29,政策統括官,,,政策立案・評価担当参事官室,,政策立案支援係
909,29,29,政策統括官,,,統計企画調整室,,統計研修係
910,29,29,政策統括官,,,政策立案・評価担当参事官室,,
911,29,29,医政局,医療経営支援課,,医療独立行政法人支援室,,
912,29,29,社会・援護局,保護課,,保護事業室,,自立支援係
913,29,29,老健局,老人保健課,,,,介護認定係
914,29,29,政策統括官,,,統計企画調整室,,統計支援第二係
915,29,29,労働基準局,労災管理課,,建設石綿給付金認定等業務室,,
916,34,34,製造産業局,航空機武器産業課,,,,
917,38,38,港湾局,産業港湾課,,国際企画室,,
918,44,44,原子力規制庁,技術基盤グループ　シビアアクシデント研究部門,長官官房,,,
919,31,31,大臣官房,外食・食文化課,新事業・食品産業部,,,
920,31,31,大臣官房,食品流通課,新事業・食品産業部,,,
921,31,31,輸出・国際局,知的財産課,,,,
922,31,31,輸出・国際局,輸出企画課,,,,
923,31,31,輸出・国際局,国際地域課,,,海外連携グループ（グループ長）,
924,31,31,畜産局,食肉鶏卵課,,,,
925,34,34,商務情報政策局商務・サービスG,生物化学産業課,,,,
926,31,31,消費・安全局,消費者行政・食育課,,,,
927,31,31,消費・安全局,畜水産安全管理課,,,,
928,31,31,消費・安全局,総務課,,,,
929,31,31,消費・安全局,食品安全政策課（一般会計）,,,,
930,31,31,輸出・国際局,総務課,,,,
931,31,31,輸出・国際局,,,,,新興地域グループ
932,31,31,大臣官房,政策課,,食料安全保障室,,
